id,title,original_language,vote_average,tags
1368,First Blood,en,7.2,"action adventure thriller war prison vietnam veteran falsely accused police brutality sheriff guerrilla submachine gun gun destroy self-defense vietnam vietnam war prosecution dying and death village and town police operation attempt to escape matter of life and death survivor tramp national guard weapon firearm police escape sylvester stallone richard crenna brian dennehy bill mckinney jack starrett ted kotcheff when former green beret john rambo is harassed by local law enforcement and arrested for vagrancy, the vietnam vet snaps, runs for the hills and rat-a-tat-tats his way into the action-movie hall of fame. hounded by a relentless sheriff, rambo employs heavy-handed guerilla tactics to shake the cops off his tail."
593,Solaris,ru,7.7,"drama science fiction adventure mystery 1970s loss of sense of reality extraterrestrial technology subconsciousness russian hallucination space travel astronaut soviet donatas banionis natalya bondarchuk jüri järvet anatoliy solonitsyn nikolay grinko andrei tarkovsky ground control has been receiving strange transmissions from the three remaining residents of the solaris space station. when cosmonaut and psychologist kris kelvin is sent to investigate, he experiences the strange phenomena that afflict the solaris crew, sending him on a voyage into the darkest recesses of his own consciousness. based on the novel by the same name from polish author stanislaw lem."
5393,Happily N'Ever After,en,4.6,"animation comedy family fantasy science fiction dwarves cinderella wolf bad mother-in-law prince fairy tale little red riding hood step mother wizardry princess sleeping beauty rumpelstilzchen good and bad intern woman director george carlin andy dick sarah michelle gellar lisa kaplan michael mcshane yvette kaplan an alliance of evil-doers, led by frieda, looks to take over fairy tale land. but when ella realizes her stepmother is out to ruin her storybook existence, she takes a dramatic turn and blossoms into the leader of the resistance effort."
9095,Mary Reilly,en,5.7,"drama horror thriller romance servant monster laboratory jekyll and hyde housemaid 19th century julia roberts john malkovich george cole michael gambon glenn close stephen frears a housemaid falls in love with dr. jekyll and his darkly mysterious counterpart, mr. hyde."
8874,My Best Friend's Wedding,en,6.3,"comedy romance karaoke marriage proposal new love love of one's life kiss man-woman relation secret love wedding julia roberts dermot mulroney cameron diaz rupert everett philip bosco p.j. hogan when she receives word that her longtime platonic pal michael o'neal is getting married to debutante kimberly wallace, food critic julianne potter realizes her true feelings for michael -- and sets out to sabotage the wedding."
11467,America's Sweethearts,en,5.5,"comedy romance film business film producer wife husband relationship fictitious marriage married couple marriage crisis julia roberts billy crystal catherine zeta-jones john cusack hank azaria joe roth in the midst of a nasty public breakup of married movie stars, a studio publicist scrambles to put a cap on the escalating situation as the couple's latest film has found it's only print kidnapped by the director."
320,Insomnia,en,6.8,crime mystery thriller detective confession fbi homicide blackmail suspect love murder los angeles teenager neo-noir al pacino robin williams hilary swank maura tierney martin donovan christopher nolan two los angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.
199,Star Trek: First Contact,en,7.0,"science fiction action adventure thriller federation starfleet borg enterprise-e cyborg montana resistance inventor repayment obsession business start-up space opera patrick stewart jonathan frakes brent spiner levar burton michael dorn jonathan frakes the borg, a relentless race of cyborgs, are on a direct course for earth. violating orders to stay away from the battle, captain picard and the crew of the newly-commissioned uss enterprise e pursue the borg back in time to prevent the invaders from changing federation history and assimilating the galaxy."
20533,Jonah Hex,en,4.4,"action western drama fantasy thriller gunslinger usa dc comics hell facial scar death confederate tomahawk josh brolin john malkovich megan fox michael fassbender will arnett jimmy hayward gunslinger jonah hex (josh brolin) is appointed by president ulysses grant to track down terrorist quentin turnbull (john malkovich), a former confederate officer determined on unleashing hell on earth. jonah not only secures freedom by accepting this task, he also gets revenge on the man who slayed his wife and child. megan fox plays a prostitute as well as jonah hex's love interst in the film."
10684,Courage Under Fire,en,6.2,"drama thriller mystery war gulf war pilot u.s. army praise rescue mission dead soldier tank medal denzel washington meg ryan lou diamond phillips matt damon michael moriarty edward zwick a us army officer had made a ""friendly fire"" mistake that was covered up and he was reassigned to a desk job. later he was tasked to investigate a female chopper commander's worthiness to be awarded the medal of honor posthumously. at first all seemed in order then he begins to notice inconsistencies between the testimonies of the witnesses...."
